record_index,reporting_country,partner_country,year,issue_type,field,value,note
917,France,UK,2020,large_mirror_statistics_gap,trade_value_usd,1209978659.0 vs 4151703448.0,"Gap of 243.1% between export and import reporting. Possible causes: re-exports, CIF/FOB valuation differences, timing differences, or data error. Investigate before citing."
919,France,UK,2020,large_mirror_statistics_gap,trade_value_usd,4210873913.0 vs 3160483092.0,"Gap of 24.9% between export and import reporting. Possible causes: re-exports, CIF/FOB valuation differences, timing differences, or data error. Investigate before citing."
920,France,UK,2020,large_mirror_statistics_gap,trade_value_usd,4210873913.0 vs 1258208882.0,"Gap of 70.1% between export and import reporting. Possible causes: re-exports, CIF/FOB valuation differences, timing differences, or data error. Investigate before citing."
923,France,UK,2021,large_mirror_statistics_gap,trade_value_usd,3479406071.0 vs 4512234290.0,"Gap of 29.7% between export and import reporting. Possible causes: re-exports, CIF/FOB valuation differences, timing differences, or data error. Investigate before citing."
924,France,UK,2021,large_mirror_statistics_gap,trade_value_usd,3479406071.0 vs 1118552556.0,"Gap of 67.9% between export and import reporting. Possible causes: re-exports, CIF/FOB valuation differences, timing differences, or data error. Investigate before citing."
925,France,UK,2021,large_mirror_statistics_gap,trade_value_usd,3479406071.0 vs 2809494660.0,"Gap of 19.3% between export and import reporting. Possible causes: re-exports, CIF/FOB valuation differences, timing differences, or data error. Investigate before citing."
928,France,UK,2021,large_mirror_statistics_gap,trade_value_usd,4300752473.0 vs 1118552556.0,"Gap of 74.0% between export and import reporting. Possible causes: re-exports, CIF/FOB valuation differences, timing differences, or data error. Investigate before citing."
929,France,UK,2021,large_mirror_statistics_gap,trade_value_usd,4300752473.0 vs 2809494660.0,"Gap of 34.7% between export and import reporting. Possible causes: re-exports, CIF/FOB valuation differences, timing differences, or data error. Investigate before citing."
930,France,UK,2021,large_mirror_statistics_gap,trade_value_usd,1021202995.0 vs 3655845043.0,"Gap of 258.0% between export and import reporting. Possible causes: re-exports, CIF/FOB valuation differences, timing differences, or data error. Investigate before citing."
931,France,UK,2021,large_mirror_statistics_gap,trade_value_usd,1021202995.0 vs 4512234290.0,"Gap of 341.9% between export and import reporting. Possible causes: re-exports, CIF/FOB valuation differences, timing differences, or data error. Investigate before citing."
933,France,UK,2021,large_mirror_statistics_gap,trade_value_usd,1021202995.0 vs 2809494660.0,"Gap of 175.1% between export and import reporting. Possible causes: re-exports, CIF/FOB valuation differences, timing differences, or data error. Investigate before citing."
934,France,UK,2021,large_mirror_statistics_gap,trade_value_usd,2719805080.0 vs 3655845043.0,"Gap of 34.4% between export and import reporting. Possible causes: re-exports, CIF/FOB valuation differences, timing differences, or data error. Investigate before citing."
935,France,UK,2021,large_mirror_statistics_gap,trade_value_usd,2719805080.0 vs 4512234290.0,"Gap of 65.9% between export and import reporting. Possible causes: re-exports, CIF/FOB valuation differences, timing differences, or data error. Investigate before citing."
936,France,UK,2021,large_mirror_statistics_gap,trade_value_usd,2719805080.0 vs 1118552556.0,"Gap of 58.9% between export and import reporting. Possible causes: re-exports, CIF/FOB valuation differences, timing differences, or data error. Investigate before citing."
939,France,UK,2022,large_mirror_statistics_gap,trade_value_usd,3666829214.0 vs 1755653184.0,"Gap of 52.1% between export and import reporting. Possible causes: re-exports, CIF/FOB valuation differences, timing differences, or data error. Investigate before citing."
940,France,UK,2022,large_mirror_statistics_gap,trade_value_usd,1613304050.0 vs 3788018657.0,"Gap of 134.8% between export and import reporting. Possible causes: re-exports, CIF/FOB valuation differences, timing differences, or data error. Investigate before citing."
943,France,UK,2023,large_mirror_statistics_gap,trade_value_usd,2474760412.0 vs 5216720248.0,"Gap of 110.8% between export and import reporting. Possible causes: re-exports, CIF/FOB valuation differences, timing differences, or data error. Investigate before citing."
944,France,UK,2023,large_mirror_statistics_gap,trade_value_usd,4861070338.0 vs 2652021689.0,"Gap of 45.4% between export and import reporting. Possible causes: re-exports, CIF/FOB valuation differences, timing differences, or data error. Investigate before citing."
947,France,Canada,2019,large_mirror_statistics_gap,trade_value_usd,4505304699.0 vs 3536277449.0,"Gap of 21.5% between export and import reporting. Possible causes: re-exports, CIF/FOB valuation differences, timing differences, or data error. Investigate before citing."
948,France,Canada,2019,large_mirror_statistics_gap,trade_value_usd,3569397939.0 vs 4777815930.0,"Gap of 33.9% between export and import reporting. Possible causes: re-exports, CIF/FOB valuation differences, timing differences, or data error. Investigate before citing."
951,France,Canada,2020,large_mirror_statistics_gap,trade_value_usd,506609797.0 vs 4210300947.0,"Gap of 731.1% between export and import reporting. Possible causes: re-exports, CIF/FOB valuation differences, timing differences, or data error. Investigate before citing."
952,France,Canada,2020,large_mirror_statistics_gap,trade_value_usd,3887983119.0 vs 535288287.0,"Gap of 86.2% between export and import reporting. Possible causes: re-exports, CIF/FOB valuation differences, timing differences, or data error. Investigate before citing."
957,France,Canada,2023,large_mirror_statistics_gap,trade_value_usd,3867060417.0 vs 394452698.0,"Gap of 89.8% between export and import reporting. Possible causes: re-exports, CIF/FOB valuation differences, timing differences, or data error. Investigate before citing."
958,France,Canada,2023,large_mirror_statistics_gap,trade_value_usd,3867060417.0 vs 2979162035.0,"Gap of 23.0% between export and import reporting. Possible causes: re-exports, CIF/FOB valuation differences, timing differences, or data error. Investigate before citing."
959,France,Canada,2023,large_mirror_statistics_gap,trade_value_usd,3867060417.0 vs 2762849370.0,"Gap of 28.6% between export and import reporting. Possible causes: re-exports, CIF/FOB valuation differences, timing differences, or data error. Investigate before citing."
960,France,Canada,2023,large_mirror_statistics_gap,trade_value_usd,383479733.0 vs 4119115466.0,"Gap of 974.1% between export and import reporting. Possible causes: re-exports, CIF/FOB valuation differences, timing differences, or data error. Investigate before citing."
962,France,Canada,2023,large_mirror_statistics_gap,trade_value_usd,383479733.0 vs 2979162035.0,"Gap of 676.9% between export and import reporting. Possible causes: re-exports, CIF/FOB valuation differences, timing differences, or data error. Investigate before citing."
963,France,Canada,2023,large_mirror_statistics_gap,trade_value_usd,383479733.0 vs 2762849370.0,"Gap of 620.5% between export and import reporting. Possible causes: re-exports, CIF/FOB valuation differences, timing differences, or data error. Investigate before citing."
964,France,Canada,2023,large_mirror_statistics_gap,trade_value_usd,2915140703.0 vs 4119115466.0,"Gap of 41.3% between export and import reporting. Possible causes: re-exports, CIF/FOB valuation differences, timing differences, or data error. Investigate before citing."
965,France,Canada,2023,large_mirror_statistics_gap,trade_value_usd,2915140703.0 vs 394452698.0,"Gap of 86.5% between export and import reporting. Possible causes: re-exports, CIF/FOB valuation differences, timing differences, or data error. Investigate before citing."
968,France,Canada,2023,large_mirror_statistics_gap,trade_value_usd,2637452374.0 vs 4119115466.0,"Gap of 56.2% between export and import reporting. Possible causes: re-exports, CIF/FOB valuation differences, timing differences, or data error. Investigate before citing."
969,France,Canada,2023,large_mirror_statistics_gap,trade_value_usd,2637452374.0 vs 394452698.0,"Gap of 85.0% between export and import reporting. Possible causes: re-exports, CIF/FOB valuation differences, timing differences, or data error. Investigate before citing."
973,France,Australia,2019,large_mirror_statistics_gap,trade_value_usd,3275446453.0 vs 1547460173.0,"Gap of 52.8% between export and import reporting. Possible causes: re-exports, CIF/FOB valuation differences, timing differences, or data error. Investigate before citing."
974,France,Australia,2019,large_mirror_statistics_gap,trade_value_usd,3275446453.0 vs 4599598570.0,"Gap of 40.4% between export and import reporting. Possible causes: re-exports, CIF/FOB valuation differences, timing differences, or data error. Investigate before citing."
975,France,Australia,2019,large_mirror_statistics_gap,trade_value_usd,3275446453.0 vs 2548466389.0,"Gap of 22.2% between export and import reporting. Possible causes: re-exports, CIF/FOB valuation differences, timing differences, or data error. Investigate before citing."
976,France,Australia,2019,large_mirror_statistics_gap,trade_value_usd,1507457902.0 vs 3267204486.0,"Gap of 116.7% between export and import reporting. Possible causes: re-exports, CIF/FOB valuation differences, timing differences, or data error. Investigate before citing."
978,France,Australia,2019,large_mirror_statistics_gap,trade_value_usd,1507457902.0 vs 4599598570.0,"Gap of 205.1% between export and import reporting. Possible causes: re-exports, CIF/FOB valuation differences, timing differences, or data error. Investigate before citing."
979,France,Australia,2019,large_mirror_statistics_gap,trade_value_usd,1507457902.0 vs 2548466389.0,"Gap of 69.1% between export and import reporting. Possible causes: re-exports, CIF/FOB valuation differences, timing differences, or data error. Investigate before citing."
